major1,major2,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,survey_city,survey_company,survey_deptfunc,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Detroit,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,55000.0,OH
Business Economics,none,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,201920,Chicago,EY,Unknown,None,accepted fulltime job,None,None,70000.0,IL
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Columbus,PricewaterhouseCoopers,Accounting,2,accepted fulltime job,Yes,Yes,52000.0,OH
Entrepreneurship,Finance,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Minneapolis,Great North Labs,Finance Entrepreneur / Founder,2,accepted fulltime job,Yes,Yes,55000.0,MN
Finance,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Pittsburgh,PNC Bank,Unknown,1,accepted fulltime job,Yes,None,60000.0,PA
Finance,none,Sport Management,No Minor,White,Male,3.00 - 3.49,202120,Columbus,Morgan Stanley,Finance,3,accepted fulltime job,Yes,Yes,40000.0,OH
Accountancy,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Wipfli,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,IL
Business Economics,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Columbus,American Electric Power (AEP),Analytics,3,accepted fulltime job,Yes,Yes,75000.0,OH
Accountancy,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Cincinnati,KPMG,Accounting,3,accepted fulltime job,Yes,Yes,54000.0,OH
Management and Leadership,none,Economics,Economics,Hispanic/Latino,Female,3.50 - 4.00,201920,Chicago,Groupon,Marketing / Sales,1,accepted fulltime job,No,Yes,35000.0,IL
Finance,none,Accountancy,No Minor,White,Male,3.50 - 4.00,201920,Chicago,Brown Gibbons Lang & Co,Unknown,multiple,accepted fulltime job,None,None,75000.0,IL
Marketing,none,Language,Language,White,Female,3.50 - 4.00,201920,Chicago,Rise Interactive,Marketing / Sales,1,accepted fulltime job,Yes,Yes,45000.0,IL
Marketing,none,Information Systems,No Minor,White,Female,3.00 - 3.49,201920,Cincinnati,News America Marketing,Marketing / Sales,3,accepted fulltime job,Yes,Yes,50000.0,OH
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,202120,Columbus,Amazon,General Management Logistics / Supply Chain Operations / Procurement,2,accepted fulltime job,Yes,Yes,52000.0,OH
Accountancy,none,Information Systems,Information Systems,Non-Resident Alien,Female,3.00 - 3.49,202020,Cincinnati,EY,Accounting Consulting IT Assurance / IT Audit Information Technology,1,accepted fulltime job,Yes,Yes,56500.0,OH
Marketing,none,No Minor,No Minor,American Indian or Alaska Native,Male,3.00 - 3.49,202020,Cleveland,BrightEdge,Marketing / Sales,1,accepted fulltime job,Yes,Yes,68000.0,OH
Accountancy,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Guggenheim Partners,Accounting Finance,1,accepted fulltime job,Yes,Yes,85000.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Asian,Female,3.00 - 3.49,201920,New York City,Haddad Brands,Operations/Procurement,1,accepted fulltime job,None,None,50000.0,NY
Information Systems,Supply Chain & Operations Mgmt,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Chicago,Protiviti,Analytics IT Assurance / IT Audit Logistics / Supply Chain Information Technology Operations / Procurement,2,accepted fulltime job,Yes,Yes,68000.0,IL
Accountancy,none,Humanities,Humanities,Hispanic/Latino,Female,3.50 - 4.00,202120,Chicago,PwC,Accounting,1,accepted fulltime job,Yes,Yes,59000.0,IL
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.00 - 3.49,202020,West Chester,Tri-County Baptist Church,Information Technology Marketing / Sales,1,accepted fulltime job,Yes,Yes,30000.0,OH
Finance,none,Language,Language,White,Male,3.00 - 3.49,202120,Fort Lauderdale,Techtronic Industries,Accounting Finance,2,accepted fulltime job,Yes,Yes,65000.0,FL
Finance,none,No Minor,No Minor,White,Female,2.50 - 2.99,202020,Columbus,Nations Lending Corporation,Consulting Finance Marketing / Sales,2,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,Supply Chain Management,Supply Chain Management,White,Female,3.50 - 4.00,202120,Hunt Valley,Textron Systems,Finance Logistics / Supply Chain,1,accepted fulltime job,Yes,Yes,65000.0,MD
Accountancy,none,Mangement and Leadership,Mangement and Leadership,White,Male,3.00 - 3.49,202020,Columbus,Schneider Downs,Accounting,1,accepted fulltime job,Yes,Yes,53000.0,OH
Marketing,none,Business Analytics,No Minor,White,Female,3.50 - 4.00,201920,Chicago,Mintel,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Finance,none,Humanities,Humanities,White,Male,3.50 - 4.00,201920,New York City,Ernst & Young,"Consulting
 Finance",2,accepted fulltime job,Yes,Yes,70000.0,NY
Marketing,none,Mangement and Leadership,No Minor,White,Female,3.50 - 4.00,201920,Fort Myers,Gartner,Marketing/Sales,1,accepted fulltime job,Yes,Yes,60000.0,FL
Marketing,none,Humanities,Humanities,White,Male,3.00 - 3.49,201920,Irving,AT&T,Unknown,None,accepted fulltime job,None,None,58120.19679571174,TX
Marketing,none,Entrepreneurship,No Minor,White,Female,3.00 - 3.49,201920,Chicago,Groupon,Marketing / Sales,2,accepted fulltime job,Yes,Yes,35000.0,IL
Marketing,none,Interactive Media Studies,No Minor,White,Female,3.50 - 4.00,201920,Troy,ITW,Marketing / Sales,2,accepted fulltime job,Yes,Yes,55000.0,OH
Entrepreneurship,Finance,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Cincinnati,Medpace,Other: Vendor Management/Procurement,1,accepted fulltime job,No,Yes,52000.0,OH
Supply Chain & Operations Mgmt,none,Marketing,Marketing,White,Female,3.50 - 4.00,202120,Cincinnati,Deloitte,Analytics Consulting Information Technology,2,accepted fulltime job,Yes,No,70000.0,OH
Marketing,none,Arts Related,No Minor,White,Female,3.00 - 3.49,201920,Atlanta,Digital Additive,Unknown,None,accepted fulltime job,None,None,58120.19679571174,GA
Accountancy,none,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,202020,Chicago,PwC,Accounting Analytics,1,accepted fulltime job,Yes,Yes,60000.0,IL
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202120,Augusta,Textron Specialized Vehicles,Unknown,1,accepted fulltime job,Yes,No,56000.0,GA
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Chicago,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,IL
Business Economics,none,No Minor,No Minor,White,Male,2.50 - 2.99,202020,Maryland Heights,Charter Communications,Unknown,None,accepted fulltime job,None,None,58120.19679571174,MO
Supply Chain & Operations Mgmt,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,202120,Marysville,The Scotts Miracle-Gro Company,Unknown,2,accepted fulltime job,None,None,58120.19679571174,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Cincinnati,Terillium,Accounting Consulting Finance General Management,1,accepted fulltime job,Yes,Yes,50000.0,OH
Accountancy,none,Humanities,No Minor,White,Male,3.00 - 3.49,201920,Indianapolis,State of Board Accounts,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IN
Information Systems,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Cincinnati,Deloitte Consulting,Unknown,None,accepted fulltime job,None,None,73750.0,OH
Information Systems,none,Mangement and Leadership,No Minor,White,Female,3.00 - 3.49,201920,Akron,The Goodyear Tire and Rubber Company,Information Technology,2,accepted fulltime job,Yes,Yes,60000.0,OH
Accountancy,none,Information Systems,No Minor,Multi Racial,Male,2.50 - 2.99,202120,Chicago,GoHealth,Accounting,0,accepted fulltime job,Yes,Yes,55000.0,IL
Accountancy,none,Supply Chain Management,No Minor,Asian,Male,3.00 - 3.49,202120,Dublin,Viaquest,Unknown,4,accepted fulltime job,Yes,Yes,42500.0,OH
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,202120,Akron,FirstComm,Unknown,0,accepted fulltime job,Yes,Yes,58120.19679571174,OH
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Cincinnati,Plante Moran,Accounting,2,accepted fulltime job,Yes,Yes,54000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Dublin,Velosio,Information Technology,2,accepted fulltime job,Yes,Yes,60000.0,OH
Information Systems,none,No Minor,No Minor,Hispanic/Latino,Male,2.50 - 2.99,202020,Miami,World Fuel Services,Unknown,None,accepted fulltime job,None,None,58120.19679571174,FL
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Chicago,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,IL
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Tempe,Total System Services,Unknown,1,accepted fulltime job,Yes,None,58120.19679571174,AZ
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Cleveland,PwC,Accounting,1,accepted fulltime job,Yes,Yes,50500.0,OH
Marketing,none,Interactive Media Studies,Interactive Media Studies,Multi Racial,Male,3.00 - 3.49,202120,Ft Myers,Gartner,Unknown,1,accepted fulltime job,Yes,Yes,65000.0,FL
Marketing,none,Language,No Minor,White,Female,3.00 - 3.49,201920,Cincinnati,PNC,Finance,1,accepted fulltime job,Yes,Yes,60000.0,OH
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Pittsburgh,American Eagle Outfitters,Unknown,None,accepted fulltime job,None,None,55000.0,PA
Marketing,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.00 - 3.49,201920,Dallas,Ferguson,Marketing / Sales,2,accepted fulltime job,Yes,Yes,52800.0,TX
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Cincinnati,Grant Thornton LLP,Accounting,1,accepted fulltime job,Yes,Yes,65000.0,OH
Finance,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,CBRE,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,CONMED Corporation,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Finance,none,Economics,No Minor,White,Male,3.00 - 3.49,202020,Columbus,Nationwide,Unknown,None,accepted fulltime job,None,None,76000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Peloton Consulting Group,Finance,2,accepted fulltime job,Yes,Yes,65000.0,IL
Marketing,none,Sport Management,Sport Management,White,Male,3.00 - 3.49,201920,Chicago,Arrive Logistics,Logistics / Supply Chain,1,accepted fulltime job,No,Yes,43000.0,IL
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Cleveland,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,56000.0,OH
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,EY,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,IL
Human Capital Mgmt& Leadership,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.00 - 3.49,202120,Covington,Gentis Solutions,Human Resources,1,accepted fulltime job,Yes,Yes,33000.0,KY
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Columbus,JP Morgan Chase,Unknown,2+,accepted fulltime job,Yes,None,53000.0,OH
Finance,none,Supply Chain Management,No Minor,White,Male,3.00 - 3.49,201920,Hudson,AML RightSource,Unknown,na,accepted fulltime job,No,None,58120.19679571174,OH
Marketing,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,San Francisco,Firebrand Communications,Marketing / Sales,1,accepted fulltime job,Yes,Yes,50000.0,CA
Marketing,none,Arts Related,Arts Related,Hispanic/Latino,Female,3.00 - 3.49,201920,Chicago,Uber,"General Management
 Logistics / Supply Chain
 Operations / Procurement",2,accepted fulltime job,No,Yes,53000.0,IL
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Indianapolis,Eli Lilly and Company,Marketing / Sales,1,accepted fulltime job,Yes,Yes,61000.0,IN
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Chicago,McAdam Financial,Finance Marketing / Sales,1,accepted fulltime job,No,Yes,58120.19679571174,IL
Marketing,none,Arts Related,Arts Related,Asian,Female,3.50 - 4.00,201920,New York City,Coach,Marketing / Sales,1,accepted fulltime job,Yes,Yes,60000.0,NY
Marketing,none,Mangement and Leadership,Mangement and Leadership,Black or African American,Female,3.00 - 3.49,201920,Plano,PepsiCo,Marketing / Sales,2,accepted fulltime job,Yes,Yes,65000.0,TX
Information Systems,Marketing,Business Analytics,Business Analytics,White,Female,3.00 - 3.49,202020,Chicago,Accenture,Consulting,1,accepted fulltime job,Yes,Yes,71500.0,IL
Marketing,none,No Minor,No Minor,White,Male,2.50 - 2.99,202010,Chicago,CDW,Marketing / Sales,1,accepted fulltime job,Yes,Yes,30000.0,IL
Accountancy,none,Mangement and Leadership,Mangement and Leadership,Hispanic/Latino,Male,3.00 - 3.49,202120,Cleveland,KPMG,Accounting,1,accepted fulltime job,Yes,Yes,54000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Franklin,Dell EMC,Unknown,5,accepted fulltime job,Yes,None,58120.19679571174,MA
Marketing,none,Arts Related,No Minor,White,Female,3.00 - 3.49,202120,Cleveland,VividFront,Unknown,2,accepted fulltime job,Yes,Yes,40000.0,OH
Finance,none,Humanities,No Minor,White,Male,2.50 - 2.99,202120,New York City,MarketAxess,Unknown,None,accepted fulltime job,None,None,80000.0,NY
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Boston,Dell EMC,Marketing / Sales,4,accepted fulltime job,Yes,Yes,53100.0,MA
Marketing,none,Humanities,No Minor,White,Female,3.00 - 3.49,202020,Columbus,JP Morgan Chase,Analytics Marketing / Sales,1,accepted fulltime job,Yes,Yes,65000.0,OH
Marketing,none,Entrepreneurship,Entrepreneurship,Multi Racial,Male,3.00 - 3.49,202020,Chicago,FCB Chicago,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Business Economics,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cincinnati,Deloitte,Unknown,None,accepted fulltime job,None,None,53000.0,OH
Marketing,none,No Minor,No Minor,Black or African American,Male,2.50 - 2.99,202120,Unknown,Stryker,Unknown,4,accepted fulltime job,None,None,65000.0,CO
Finance,none,Political Science,Political Science,Hispanic/Latino,Female,3.50 - 4.00,202020,Raritan,Ortho Clinical Diagnostics,Finance,1,accepted fulltime job,Yes,Yes,62500.0,NJ
Supply Chain & Operations Mgmt,none,Mangement and Leadership,No Minor,White,Male,3.00 - 3.49,202120,Omaha,Werner Enterprises,Unknown,2,accepted fulltime job,Yes,Yes,51000.0,NE
Finance,none,Humanities,No Minor,White,Male,2.50 - 2.99,201920,Toledo,Welltower,Finance,1,accepted fulltime job,Yes,No,62500.0,OH
Human Capital Mgmt& Leadership,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.00 - 3.49,202020,Cincinnati,PepsiCo Frito-Lay,Marketing / Sales,1,accepted fulltime job,Yes,Yes,65000.0,OH
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,202120,New York City,American Eagle Outfitters,Marketing / Sales,1,accepted fulltime job,Yes,Yes,58240.0,NY
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,Bain & Company,Consulting,1,accepted fulltime job,Yes,Yes,90000.0,IL
Business Economics,none,Math/Stat,No Minor,White,Female,3.50 - 4.00,202020,Cornelius,Merrill Lynch,Finance,3,accepted fulltime job,Yes,Yes,63500.0,NC
Supply Chain & Operations Mgmt,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,201920,Herndon,Volkswagen Group of America,Operations / Procurement,1,accepted fulltime job,Yes,Yes,55000.0,VA
Management and Leadership,none,No Minor,No Minor,White,Female,2.50 - 2.99,202120,Cincinnati,Messer Construction,Human Resources,3,accepted fulltime job,Yes,Yes,49000.0,OH
Finance,none,Language,No Minor,White,Female,3.50 - 4.00,202120,Westlake,Goosehead Insurance,Finance Marketing / Sales,3,accepted fulltime job,Yes,Yes,40000.0,TX
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Chicago,William Blair,Unknown,None,accepted fulltime job,None,None,62500.0,IL
Finance,none,Business Analytics,No Minor,White,Male,3.50 - 4.00,201920,Redmond,Microsoft,Finance,4,accepted fulltime job,Yes,No,84000.0,WA
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,Cincinnati,Luxottica,Unknown,1,accepted fulltime job,Yes,Yes,60000.0,OH
Information Systems,none,No Minor,No Minor,Hispanic/Latino,Female,3.00 - 3.49,202020,Dublin,Cardinal Health,Unknown,None,accepted fulltime job,None,None,59000.0,OH
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Kansas City,The David J. Joseph Company,Logistics / Supply Chain Operations / Procurement,3,accepted fulltime job,Yes,Yes,55000.0,MO
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Naperville,Cardinal Health,Logistics / Supply Chain Operations / Procurement,1,accepted fulltime job,Yes,Yes,59000.0,IL
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,Cleveland,Key Bank,Unknown,None,accepted fulltime job,Yes,None,55000.0,OH
Accountancy,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cleveland,PwC,"Accounting
 Advertising / Public Relations",1,accepted fulltime job,Yes,Yes,54500.0,OH
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Chicago,Crowe,Finance,1,accepted fulltime job,Yes,Yes,68000.0,IL
Marketing,none,Arts Related,Arts Related,Hispanic/Latino,Female,3.00 - 3.49,201920,New york,Shaw industries,Marketing / Sales,2,accepted fulltime job,No,Yes,65000.0,NY
Accountancy,none,Arts Related,Arts Related,Black or African American,Male,3.50 - 4.00,202120,TBD,Abbott,Accounting Finance Logistics / Supply Chain,1,accepted fulltime job,Yes,Yes,65000.0,TBD
Finance,none,No Minor,No Minor,Hispanic/Latino,Female,3.50 - 4.00,201920,Chicago,The Mather Group,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Information Systems,none,Engineering/Science,Engineering/Science,White,Male,3.00 - 3.49,202020,Providence,Textron,Finance Information Technology,3,accepted fulltime job,Yes,Yes,68000.0,RI
Marketing,none,No Minor,No Minor,White,Female,2.50 - 2.99,202020,Chicago,CDW,Marketing / Sales,2,accepted fulltime job,Yes,Yes,32000.0,IL
Accountancy,none,No Minor,No Minor,White,Male,2.50 - 2.99,202120,Akron,Cohen and Company,Accounting,1,accepted fulltime job,Yes,Yes,53000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Chicago,Crowe LLP,Consulting Finance Operations / Procurement,1,accepted fulltime job,Yes,Yes,70000.0,IL
Marketing,none,Language,No Minor,White,Female,3.00 - 3.49,201920,Unknown,E&J Gallo,Marketing/Sales,2,accepted fulltime job,Yes,Yes,63000.0,CT
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Columbus,DHL Supply Chain,Unknown,1,accepted fulltime job,Yes,None,56000.0,OH
Finance,none,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,201920,Cincinnati,EY,"Consulting
 IT Assurance / IT Audit",1,accepted fulltime job,Yes,Yes,55000.0,OH
Finance,none,Information Systems,No Minor,White,Male,3.50 - 4.00,201920,Marysville,"Honda R&D Americas, Inc.",Unknown,None,accepted fulltime job,None,None,54900.0,OH
Finance,none,Humanities,No Minor,White,Male,3.00 - 3.49,201920,Hamilton,U.S. Bank,Unknown,2,accepted fulltime job,Yes,None,55000.0,OH
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Toledo,PWC,Accounting,1,accepted fulltime job,Yes,Yes,55000.0,OH
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.00 - 3.49,202020,Denver,Oracle Netsuite,Marketing / Sales,2,accepted fulltime job,Yes,Yes,50000.0,CO
Business Economics,none,Entrepreneurship,Entrepreneurship,White,Female,3.00 - 3.49,202120,Chicago,West Monroe Partners,Consulting,1,accepted fulltime job,Yes,Yes,70000.0,IL
Marketing,none,Interactive Media Studies,No Minor,White,Female,3.50 - 4.00,202120,Chicago,CDW,Marketing / Sales,2,accepted fulltime job,Yes,Yes,30000.0,IL
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,Cincinnati,Ultimus Funds,Accounting,2,accepted fulltime job,Yes,Yes,45000.0,OH
Marketing,none,No Minor,No Minor,Multi Racial,Female,3.00 - 3.49,202120,New York City,Curaleaf,Unknown,1,accepted fulltime job,None,Yes,58120.19679571174,NY
Supply Chain & Operations Mgmt,none,Business Analytics,No Minor,White,Female,3.00 - 3.49,201920,Dayton,DHL Supply Chain,"Analytics
 Logistics / Supply Chain",3,accepted fulltime job,Yes,No,52500.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Marietta,Peoples Bank,Finance,3,accepted fulltime job,Yes,No,50000.0,OH
Accountancy,none,Business Analytics,No Minor,Non-Resident Alien,Female,3.00 - 3.49,201920,Indiana,Indiana state abroad of accounts,Accounting,1,accepted fulltime job,Yes,No,43000.0,IN
Finance,none,Arts Related,No Minor,White,Male,3.00 - 3.49,201920,Portland,Foreside,Operations / Procurement,2,accepted fulltime job,Yes,Yes,40000.0,ME
Accountancy,Finance,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,201920,Cincinnati,EY,Accounting,1,accepted fulltime job,Yes,Yes,51000.0,OH
Finance,none,Accountancy,Business Analytics,White,Male,3.50 - 4.00,201920,Cleveland,KeyBanc Capital Markets,Unknown,1,accepted fulltime job,Yes,None,75000.0,OH
Information Systems,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Dublin,Cardinal Health,IT Assurance/IT Audit,2,accepted fulltime job,Yes,Yes,60000.0,OH
Business Economics,none,No Minor,No Minor,White,Male,2.50 - 2.99,202120,Whippany,Barclays,Operations / Procurement,1,accepted fulltime job,Yes,Yes,60000.0,NJ
Marketing,Supply Chain & Operations Mgmt,Interactive Media Studies,Interactive Media Studies,White,Male,3.00 - 3.49,201920,Charlottesville,Vivid Cortex,Marketing / Sales,1,accepted fulltime job,No,Yes,40000.0,VA
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Denver,Standish Management,Unknown,None,accepted fulltime job,None,None,55000.0,CO
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Columbus,Crowe,Accounting,2,accepted fulltime job,Yes,Yes,54500.0,OH
Finance,Business Analytics,No Minor,No Minor,White,Male,3.50 - 4.00,202120,St. Louis,PwC,Accounting Analytics IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,57000.0,MO
Information Systems,Marketing,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Cleveland,Deloitte,Consulting,1,accepted fulltime job,Yes,Yes,80000.0,OH
Accountancy,none,Engineering/Science,No Minor,White,Female,3.50 - 4.00,202120,Redwood City,EY,Accounting,2,accepted fulltime job,Yes,No,70000.0,CA
Accountancy,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,202120,Washington,PwC,Accounting,1,accepted fulltime job,Yes,Yes,57000.0,DC
Finance,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Milwaukee,Accenture,Consulting,3,accepted fulltime job,Yes,Yes,77000.0,WI
Marketing,none,Language,No Minor,White,Male,2.00 - 2.49,201920,Harrisburg,TE Connectivity,Unknown,None,accepted fulltime job,None,None,58120.19679571174,PA
Accountancy,none,No Minor,No Minor,Asian,Female,3.00 - 3.49,202120,Cincinnati,Protiviti,Unknown,1,accepted fulltime job,Yes,Yes,40144.0,OH
Marketing,none,Engineering/Science,No Minor,White,Female,3.00 - 3.49,202020,Columbus,The Hershey Company,Marketing / Sales,2,accepted fulltime job,Yes,Yes,42000.0,OH
Human Capital Mgmt& Leadership,none,Supply Chain Management,No Minor,White,Male,3.00 - 3.49,202120,Detroit,Rock Family of Companies,Unknown,2,accepted fulltime job,Yes,Yes,44000.0,MI
Accountancy,none,Information Systems,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Crowe LLP,Accounting,2,accepted fulltime job,Yes,Yes,63000.0,IL
Supply Chain & Operations Mgmt,none,Entrepreneurship,No Minor,White,Female,3.00 - 3.49,202020,Charlotte,Red Ventures,Marketing / Sales,3,accepted fulltime job,No,Yes,65000.0,NC
Finance,none,No Minor,No Minor,Multi Racial,Male,3.00 - 3.49,202120,Columbus,J.P. Morgan U.S. Private Bank,Unknown,1,accepted fulltime job,Yes,Yes,55000.0,OH
Marketing,none,Humanities,Humanities,White,Female,3.00 - 3.49,201920,"Washington, D.C.",Industry Dive,Marketing / Sales,1,accepted fulltime job,Yes,Yes,40000.0,USA
Marketing,none,Arts Related,Arts Related,White,Male,2.50 - 2.99,201920,Chicago,Coyote Logistics,Marketing / Sales,1,accepted fulltime job,Yes,Yes,45000.0,IL
Management and Leadership,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Cambridge,IBM,Marketing / Sales,1,accepted fulltime job,Yes,Yes,78000.0,MA
Human Capital Mgmt& Leadership,none,No Minor,No Minor,White,Male,2.50 - 2.99,202020,Chicago,"Jobplex, Inc",Human Resources,3,accepted fulltime job,Yes,Yes,43500.0,IL
Finance,none,Mangement and Leadership,No Minor,White,Female,3.00 - 3.49,202120,Chicago,Beam Suntory,Unknown,None,accepted fulltime job,None,None,60000.0,IL
Marketing,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Columbus,Abercrombie & Fitch,Analytics,1,accepted fulltime job,Yes,Yes,60000.0,OH
Supply Chain & Operations Mgmt,none,Language,Language,White,Female,3.50 - 4.00,202020,Boston,Deloitte,Analytics Consulting Information Technology,2,accepted fulltime job,Yes,Yes,66000.0,MA
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Pittsburgh,West Monroe Partners,Finance,1,accepted fulltime job,Yes,Yes,80000.0,PA
Management and Leadership,none,Political Science,Political Science,Hispanic/Latino,Female,3.00 - 3.49,201920,Mt. Healthy,The Hillman Group,Human Resources,1,accepted fulltime job,Yes,Yes,45000.0,OH
Entrepreneurship,Marketing,No Minor,No Minor,White,Female,3.50 - 4.00,202120,New York City,Superunion,Advertising / Public Relations Consulting Marketing / Sales,1,accepted fulltime job,Yes,Yes,60000.0,NY
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Columbus,KPMG,"Accounting
 Other: Audit",1,accepted fulltime job,Yes,Yes,54000.0,OH
Marketing,none,Supply Chain Management,No Minor,White,Female,3.50 - 4.00,202120,Denver,Oracle,Unknown,3,accepted fulltime job,Yes,Yes,70000.0,CO
Marketing,none,No Minor,No Minor,White,Male,2.50 - 2.99,202020,Irvine,eXp Realty,Unknown,None,accepted fulltime job,None,None,58120.19679571174,CA
Supply Chain & Operations Mgmt,none,Information Systems,No Minor,Asian,Male,2.50 - 2.99,202020,Naperville,RSM,Other: Management Consulting,5,accepted fulltime job,Yes,Yes,82000.0,IL
Business Economics,none,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,202020,Cincinnati,Nielsen,Analytics,1,accepted fulltime job,Yes,Yes,56000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,Parking Advisors,"Consulting
 Finance",0,accepted fulltime job,Yes,Yes,53500.0,IL
